File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF000NOP,bam,alignments,ENCSR000BKI,ChIP-seq,EFO:0005718,Ishikawa,immortalized cell line,adult,female,Homo sapiens
ENCFF000NPF,bam,alignments,ENCSR000BKX,ChIP-seq,EFO:0005718,Ishikawa,immortalized cell line,adult,female,Homo sapiens
ENCFF000NLP,bam,alignments,ENCSR000BIY,ChIP-seq,EFO:0005718,Ishikawa,immortalized cell line,adult,female,Homo sapiens
ENCFF000NLS,bam,alignments,ENCSR000BIY,ChIP-seq,EFO:0005718,Ishikawa,immortalized cell line,adult,female,Homo sapiens
ENCFF000RVZ,bam,alignments,ENCSR000DMA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RWA,bam,alignments,ENCSR000DMA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RWB,bam,alignments,ENCSR000DMA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000REK,bam,alignments,ENCSR000BSM,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000REN,bam,alignments,ENCSR000BSM,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000ROM,bam,alignments,ENCSR000DKV,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RON,bam,alignments,ENCSR000DKV,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000ROQ,bam,alignments,ENCSR000DKV,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RDM,bam,alignments,ENCSR000BSL,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RDP,bam,alignments,ENCSR000BSL,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QYS,bam,alignments,ENCSR000BSK,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QYT,bam,alignments,ENCSR000BSK,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RVQ,bam,alignments,ENCSR000DLZ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RVS,bam,alignments,ENCSR000DLZ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RVU,bam,alignments,ENCSR000DLZ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RUG,bam,alignments,ENCSR000DLT,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF001MMQ,bam,alignments,ENCSR000DIK,ChIP-seq,CL:0000765,erythroblast,primary cell,embryonic,mixed,Mus musculus
ENCFF001MMS,bam,alignments,ENCSR000DIK,ChIP-seq,CL:0000765,erythroblast,primary cell,embryonic,mixed,Mus musculus
ENCFF001MSA,bam,alignments,ENCSR000DID,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MSC,bam,alignments,ENCSR000DID,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MOF,bam,alignments,ENCSR000DIE,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MOG,bam,alignments,ENCSR000DIE,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MSR,bam,alignments,ENCSR000DIF,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MSS,bam,alignments,ENCSR000DIF,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MST,bam,alignments,ENCSR000DIF,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MOW,bam,alignments,ENCSR000DIG,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MOX,bam,alignments,ENCSR000DIG,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MMY,bam,alignments,ENCSR000DIB,ChIP-seq,CL:0000765,erythroblast,primary cell,embryonic,mixed,Mus musculus
ENCFF001MNA,bam,alignments,ENCSR000DIB,ChIP-seq,CL:0000765,erythroblast,primary cell,embryonic,mixed,Mus musculus
ENCFF001MNB,bam,alignments,ENCSR000DIB,ChIP-seq,CL:0000765,erythroblast,primary cell,embryonic,mixed,Mus musculus
ENCFF001MNW,bam,alignments,ENCSR000DIC,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MNY,bam,alignments,ENCSR000DIC,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQT,bam,alignments,ENCSR000DGU,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF000NYC,bam,alignments,ENCSR000BQS,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NYF,bam,alignments,ENCSR000BQS,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OGJ,bam,alignments,ENCSR000BQT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OGM,bam,alignments,ENCSR000BQT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RMN,bam,alignments,ENCSR000DKL,ChIP-seq,CL:0002620,skin fibroblast,primary cell,child,female,Homo sapiens
ENCFF000RMQ,bam,alignments,ENCSR000DKL,ChIP-seq,CL:0002620,skin fibroblast,primary cell,child,female,Homo sapiens
ENCFF000WYB,bam,alignments,ENCSR000EZA,ChIP-seq,EFO:0001182,HEK293,immortalized cell line,embryonic,female,Homo sapiens
ENCFF000WYC,bam,alignments,ENCSR000EZA,ChIP-seq,EFO:0001182,HEK293,immortalized cell line,embryonic,female,Homo sapiens
ENCFF000WYD,bam,alignments,ENCSR000EZA,ChIP-seq,EFO:0001182,HEK293,immortalized cell line,embryonic,female,Homo sapiens
ENCFF000WXP,bam,alignments,ENCSR000EZB,ChIP-seq,EFO:0001182,HEK293,immortalized cell line,embryonic,female,Homo sapiens
ENCFF000VXL,bam,alignments,ENCSR000EYV,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VXM,bam,alignments,ENCSR000EYV,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RWM,bam,alignments,ENCSR000DMB,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ROW,bam,alignments,ENCSR000DKW,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NTO,bam,alignments,ENCSR000BRX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NTR,bam,alignments,ENCSR000BRX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WCJ,bam,alignments,ENCSR000EYU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WCK,bam,alignments,ENCSR000EYU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000XXS,bam,alignments,ENCSR000EZP,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XXT,bam,alignments,ENCSR000EZP,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XXU,bam,alignments,ENCSR000EZP,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XYF,bam,alignments,ENCSR000EZO,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XYH,bam,alignments,ENCSR000EZO,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XYJ,bam,alignments,ENCSR000EZO,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XSR,bam,alignments,ENCSR000EZR,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XSS,bam,alignments,ENCSR000EZR,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XSU,bam,alignments,ENCSR000EZR,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XWK,bam,alignments,ENCSR000EZQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XWM,bam,alignments,ENCSR000EZQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XWO,bam,alignments,ENCSR000EZQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000YXW,bam,alignments,ENCSR000FAD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YXX,bam,alignments,ENCSR000FAD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000SDM,bam,alignments,ENCSR000DNI,ChIP-seq,UBERON:0002106,spleen,tissue,adult,female,Homo sapiens
ENCFF000SDO,bam,alignments,ENCSR000DNI,ChIP-seq,UBERON:0002106,spleen,tissue,adult,female,Homo sapiens
ENCFF000SCR,bam,alignments,ENCSR000DND,ChIP-seq,UBERON:0001264,pancreas,tissue,adult,male,Homo sapiens
ENCFF000SCT,bam,alignments,ENCSR000DND,ChIP-seq,UBERON:0001264,pancreas,tissue,adult,male,Homo sapiens
ENCFF000RXY,bam,alignments,ENCSR000DMH,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Homo sapiens
ENCFF000RXZ,bam,alignments,ENCSR000DMH,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Homo sapiens
ENCFF000RWW,bam,alignments,ENCSR000DMC,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Homo sapiens
ENCFF000RWX,bam,alignments,ENCSR000DMC,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Homo sapiens
ENCFF000RWZ,bam,alignments,ENCSR000DMC,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Homo sapiens
ENCFF000RXI,bam,alignments,ENCSR000DME,ChIP-seq,EFO:0005726,LNCaP clone FGC,immortalized cell line,adult,male,Homo sapiens
ENCFF000RXJ,bam,alignments,ENCSR000DME,ChIP-seq,EFO:0005726,LNCaP clone FGC,immortalized cell line,adult,male,Homo sapiens
ENCFF000PKS,bam,alignments,ENCSR000BQW,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PKV,bam,alignments,ENCSR000BQW,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLI,bam,alignments,ENCSR000BQX,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLL,bam,alignments,ENCSR000BQX,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF001MQX,bam,alignments,ENCSR000DGS,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MRA,bam,alignments,ENCSR000DGR,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQU,bam,alignments,ENCSR000DGT,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQN,bam,alignments,ENCSR000DGW,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQQ,bam,alignments,ENCSR000DGV,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQD,bam,alignments,ENCSR000DGY,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MQG,bam,alignments,ENCSR000DGX,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF000QXC,bam,alignments,ENCSR000BIX,ChIP-seq,EFO:0002860,SK-N-MC,immortalized cell line,,,
ENCFF000YQE,bam,alignments,ENCSR000FAB,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YQI,bam,alignments,ENCSR000FBB,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YQG,bam,alignments,ENCSR000FAA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000NTW,bam,alignments,ENCSR000BUF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NTZ,bam,alignments,ENCSR000BUF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RAP,bam,alignments,ENCSR000BUA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RAS,bam,alignments,ENCSR000BUA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PYE,bam,alignments,ENCSR000BNK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PYH,bam,alignments,ENCSR000BNK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QGR,bam,alignments,ENCSR000BNL,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QGU,bam,alignments,ENCSR000BNL,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PIG,bam,alignments,ENCSR000BNI,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PIK,bam,alignments,ENCSR000BNI,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PJY,bam,alignments,ENCSR000BNJ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PJZ,bam,alignments,ENCSR000BNJ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000OGZ,bam,alignments,ENCSR000BNP,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OHC,bam,alignments,ENCSR000BNP,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QHX,bam,alignments,ENCSR000BNM,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QIA,bam,alignments,ENCSR000BNM,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QIN,bam,alignments,ENCSR000BNN,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QIQ,bam,alignments,ENCSR000BNN,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000NSY,bam,alignments,ENCSR000BNQ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NTA,bam,alignments,ENCSR000BNQ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RCO,bam,alignments,ENCSR000BVG,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RCS,bam,alignments,ENCSR000BVG,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RAX,bam,alignments,ENCSR000BVE,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RBA,bam,alignments,ENCSR000BVE,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000OFD,bam,alignments,ENCSR000BMI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OFG,bam,alignments,ENCSR000BMI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QJT,bam,alignments,ENCSR000BMH,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QJW,bam,alignments,ENCSR000BMH,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QAX,bam,alignments,ENCSR000BMG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QBA,bam,alignments,ENCSR000BMG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RGB,bam,alignments,ENCSR000BMF,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RGE,bam,alignments,ENCSR000BMF,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QKV,bam,alignments,ENCSR000BME,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QKX,bam,alignments,ENCSR000BME,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YJV,bam,alignments,ENCSR000FAZ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YJY,bam,alignments,ENCSR000FAZ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YQM,bam,alignments,ENCSR000FBA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZDD,bam,alignments,ENCSR000FAC,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZDE,bam,alignments,ENCSR000FAC,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000NZY,bam,alignments,ENCSR000BQM,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OAB,bam,alignments,ENCSR000BQM,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PGC,bam,alignments,ENCSR000BQJ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PGF,bam,alignments,ENCSR000BQJ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PFU,bam,alignments,ENCSR000BQI,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PFX,bam,alignments,ENCSR000BQI,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000NXM,bam,alignments,ENCSR000BQL,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NXP,bam,alignments,ENCSR000BQL,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NRS,bam,alignments,ENCSR000BQK,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NRT,bam,alignments,ENCSR000BQK,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RDE,bam,alignments,ENCSR000BQF,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RDG,bam,alignments,ENCSR000BQF,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000NVR,bam,alignments,ENCSR000BRU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NVU,bam,alignments,ENCSR000BRU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000YZR,bam,alignments,ENCSR000FAU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YZW,bam,alignments,ENCSR000FAU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZAI,bam,alignments,ENCSR000FAT,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZAJ,bam,alignments,ENCSR000FAT,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YVY,bam,alignments,ENCSR000FAY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YVZ,bam,alignments,ENCSR000FAY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWD,bam,alignments,ENCSR000FAX,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWG,bam,alignments,ENCSR000FAX,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWL,bam,alignments,ENCSR000FAW,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWO,bam,alignments,ENCSR000FAW,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YZN,bam,alignments,ENCSR000FAV,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YZO,bam,alignments,ENCSR000FAV,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000REB,bam,alignments,ENCSR000BTZ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000REG,bam,alignments,ENCSR000BTZ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RES,bam,alignments,ENCSR000BTS,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000REV,bam,alignments,ENCSR000BTS,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000OWU,bam,alignments,ENCSR000BTW,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OWV,bam,alignments,ENCSR000BTW,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OWM,bam,alignments,ENCSR000BTV,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OWQ,bam,alignments,ENCSR000BTV,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OXI,bam,alignments,ENCSR000BTX,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OXL,bam,alignments,ENCSR000BTX,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,embryonic,male,Homo sapiens
ENCFF000OHP,bam,alignments,ENCSR000BND,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OHS,bam,alignments,ENCSR000BND,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000ODL,bam,alignments,ENCSR000BNF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PZB,bam,alignments,ENCSR000BNE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PZC,bam,alignments,ENCSR000BNE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PHA,bam,alignments,ENCSR000BMZ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PHB,bam,alignments,ENCSR000BMZ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000OBV,bam,alignments,ENCSR000BMY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCB,bam,alignments,ENCSR000BMY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PSL,bam,alignments,ENCSR000BNA,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PSO,bam,alignments,ENCSR000BNA,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000NWW,bam,alignments,ENCSR000BNG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NWZ,bam,alignments,ENCSR000BNG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PTB,bam,alignments,ENCSR000BVN,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PTE,bam,alignments,ENCSR000BVN,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLQ,bam,alignments,ENCSR000BVM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLR,bam,alignments,ENCSR000BVM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PGN,bam,alignments,ENCSR000BVL,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PGO,bam,alignments,ENCSR000BVL,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000YIG,bam,alignments,ENCSR000FAI,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YIH,bam,alignments,ENCSR000FAI,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YII,bam,alignments,ENCSR000FAI,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YAN,bam,alignments,ENCSR000EZS,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000YAO,bam,alignments,ENCSR000EZS,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000OCD,bam,alignments,ENCSR000BRI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCK,bam,alignments,ENCSR000BRI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QEY,bam,alignments,ENCSR000BRJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QFA,bam,alignments,ENCSR000BRJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QFB,bam,alignments,ENCSR000BRJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QFC,bam,alignments,ENCSR000BRJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QIF,bam,alignments,ENCSR000BRK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
